name,nickname,record,height,weight,reach,stance,DOB,significant strikes per min,striking accuracy,strikes absorbed per min,strike defense,takedown average,takedown accuracy,takedown defense,submission average,most recent fight
"Charon,Spain",,14-26-0,5  9,155 lbs.,--,,"Mar 11, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Andreas,Spang",Sweet Swede,9-3-0,6  1,185 lbs.,--,,"Nov 07, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Ryan,Spann",Superman,22-10-0,6  5,205 lbs.,79,Orthodox,"Aug 24, 1991",3.30,40%,3.90,43%,1.32,35%,50%,1.7,win
"Chris,Spang",The Kiss,6-3-0,6  2,170 lbs.,--,Orthodox,"Nov 26, 1987",1.83,36%,1.95,60%,0.00,0%,50%,0.9,loss
"Patrick,Murphy",,5-3-0,6  0,170 lbs.,--,,--,3.40,66%,0.80,42%,0.00,0%,50%,1.0,loss
"Ian,Murphy",,1-1-0,6  1,185 lbs.,--,Orthodox,"Jun 14, 1985",0.00,0%,1.93,30%,4.13,100%,0%,0.0,loss
"Jon,Murphy",Man of Faith,6-4-0,6  3,260 lbs.,--,Orthodox,"Aug 09, 1977",3.93,66%,8.85,43%,0.00,0%,0%,0.0,loss
"Lauren,Murphy",Lucky,16-6-0,5  5,125 lbs.,67,Orthodox,"Jul 27, 1983",4.05,39%,5.25,55%,1.03,25%,69%,0.1,loss
"Samandar,Murodov",,11-0-0,6  1,170 lbs.,75,Orthodox,"Aug 28, 1999",1.50,75%,0.50,44%,6.01,66%,0%,1.5,win
"Vince,Murdock",,"12-4-0,(1,NC)",5  6,145 lbs.,64,Orthodox,"Mar 21, 1991",1.21,21%,7.17,40%,0.00,0%,0%,0.0,loss
"Tom,Murphy",,8-0-0,6  2,227 lbs.,--,Southpaw,"Nov 19, 1974",2.50,71%,0.17,84%,7.51,85%,0%,2.5,win
"Kanako,Murata",,12-3-0,5  1,115 lbs.,62,Orthodox,"Aug 10, 1993",2.15,56%,2.40,53%,3.38,56%,100%,0.8,loss
"Ryuichi,Murata",,8-3-1,5  8,183 lbs.,--,Orthodox,--,0.84,36%,1.89,50%,4.74,50%,100%,3.2,loss
"Makhmud,Muradov",,"26-8-0,(1,NC)",6  2,185 lbs.,75,Orthodox,"Feb 08, 1990",4.21,43%,2.57,61%,3.03,66%,77%,0.2,nc
"Olivier,Murad",Warrior of God,6-0-0,5  10,145 lbs.,72,Southpaw,"Dec 21, 1993",2.60,36%,2.20,61%,1.00,100%,55%,0.0,win
"Kazunari,Murakami",,5-5-0,6  1,220 lbs.,--,Orthodox,"Nov 29, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Ketlen,Souza",Esquentadinha,15-4-0,5  3,115 lbs.,63,Orthodox,"Aug 18, 1994",5.11,66%,3.49,56%,0.76,50%,62%,0.8,next
"Livinha,Souza",The Brazilian Gangsta,14-4-0,5  3,115 lbs.,63,Orthodox,"Mar 11, 1991",1.75,45%,3.60,56%,2.54,45%,40%,1.4,loss
"Bruno,Souza",The Tiger,10-3-0,5  10,145 lbs.,70,Orthodox,"Mar 07, 1996",3.73,39%,5.30,45%,0.50,16%,60%,0.0,loss
"Edimilson,Souza",Kevin,15-5-0,6  0,145 lbs.,74,Orthodox,"Oct 17, 1984",4.65,44%,2.91,58%,0.00,0%,50%,0.0,loss
"Mario,Sousa",Coracao Valente,15-3-0,6  3,185 lbs.,79,Orthodox,"Oct 20, 1996",2.82,50%,2.99,28%,0.52,25%,37%,0.5,loss
"Andre,Soukhamthath",The Asian Sensation,13-8-0,5  9,135 lbs.,70,Orthodox,"Oct 23, 1988",2.77,44%,4.31,49%,1.25,53%,58%,0.2,loss
"Bobby,Southworth",,"10-6-0,(1,NC)",6  2,205 lbs.,--,Orthodox,"Dec 16, 1969",0.99,39%,1.38,65%,3.98,78%,64%,1.3,loss
"Alex,Soto",Extremo,8-3-1,5  8,135 lbs.,--,Southpaw,"Feb 15, 1984",2.95,25%,5.02,59%,2.82,30%,0%,0.0,loss
"Jacare,Souza",,"26-10-0,(1,NC)",6  1,185 lbs.,72,Orthodox,"Dec 07, 1979",2.53,47%,2.83,62%,2.57,39%,57%,1.3,loss
"Joe,Soto",One Bad Mofo,18-7-0,5  6,135 lbs.,65,Orthodox,"Mar 22, 1987",3.36,41%,5.37,67%,0.85,21%,70%,1.9,loss
"Greg,Soto",,9-4-0,5  11,170 lbs.,73,Orthodox,"Jun 03, 1986",3.21,63%,2.61,52%,1.49,27%,44%,1.0,loss
"Johnny,Munoz",Kid Kvenbo,12-4-0,5  9,135 lbs.,71,Orthodox,"Feb 16, 1993",2.44,36%,2.66,55%,2.40,25%,45%,1.8,loss
"Alexander,Munoz",,7-2-0,5  9,155 lbs.,72,Switch,"Feb 27, 1990",3.70,42%,4.73,55%,3.00,40%,100%,0.0,win
"Mark,Munoz",The Filipino Wrecking Machine,14-6-0,6  0,185 lbs.,71,Orthodox,"Feb 09, 1978",3.12,51%,2.26,57%,3.17,29%,57%,0.6,win
"Melissa,Mullins",No Mess,7-1-0,5  7,135 lbs.,68,Orthodox,"Jul 23, 1991",3.43,56%,3.26,49%,1.53,37%,85%,0.0,win
"Andre,Muniz",Sergipano,24-6-0,6  1,185 lbs.,78,Southpaw,"Feb 17, 1990",1.97,50%,1.99,54%,4.23,50%,35%,1.2,win
"Pedro,Munhoz",The Young Punisher,"20-10-0,(2,NC)",5  6,135 lbs.,65,Orthodox,"Sep 07, 1986",5.38,41%,6.29,55%,0.48,16%,82%,0.5,loss
"Ben,Sosoli",Combat Wombat,"7-3-0,(2,NC)",6  0,265 lbs.,72,Southpaw,"Dec 10, 1989",2.31,31%,4.30,47%,0.00,0%,0%,0.0,loss
"Jamie,Mullarkey",,17-8-0,6  0,155 lbs.,74,Orthodox,"Aug 17, 1994",4.39,46%,4.53,53%,2.31,34%,78%,0.1,loss
"Krzysztof,Soszynski",The Polish Experiment,26-12-1,6  1,205 lbs.,77,Open Stance,"Aug 02, 1977",3.37,39%,3.13,58%,0.52,25%,71%,1.0,loss
"Dmitry,Sosnovskiy",Wicked Machine,11-0-0,6  3,240 lbs.,77,Orthodox,"Jul 06, 1989",2.95,70%,2.53,35%,3.16,66%,100%,3.2,win
"Jim,Mullen",,0-2-0,6  1,215 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Emiliano,Sordi",He-Man,16-7-0,6  2,205 lbs.,--,Orthodox,"Feb 15, 1991",4.79,50%,4.79,48%,0.00,0%,100%,8.3,loss
"Jin,Soo,Son",,9-4-0,5  6,135 lbs.,69,Orthodox,"Apr 01, 1993",5.10,36%,7.63,52%,1.50,25%,100%,0.0,loss
"Sean,Soriano",,14-8-0,5  9,145 lbs.,70,Orthodox,"Oct 06, 1989",3.18,61%,2.14,56%,1.33,55%,52%,0.0,loss
"Punahele,Soriano",Puna,11-4-0,5  11,170 lbs.,72,Southpaw,"Nov 22, 1992",5.00,53%,3.88,48%,1.47,56%,37%,0.0,win
"James,Mulheron",,11-2-0,5  10,243 lbs.,73,Orthodox,"Feb 20, 1988",2.40,31%,3.47,42%,0.00,0%,25%,0.0,loss
"Benardo,Sopaj",Lion King,12-3-0,5  6,135 lbs.,66,Orthodox,"Sep 25, 2000",4.24,56%,4.88,49%,2.53,71%,76%,0.0,win
"Quinn,Mulhern",,18-4-0,6  3,155 lbs.,--,Orthodox,"Sep 20, 1984",1.48,28%,2.09,51%,1.36,20%,33%,0.0,loss
"Lauren,Mueller",Princess Tiger,5-3-0,5  5,125 lbs.,67,Orthodox,"Nov 15, 1991",4.08,41%,3.77,58%,0.70,50%,71%,0.0,loss
"Askar,Mozharov",,19-13-0,6  3,205 lbs.,74,Orthodox,"Oct 26, 1994",0.43,18%,4.07,13%,0.00,0%,33%,0.0,loss
"Belal,Muhammad",Remember the Name,"24-3-0,(1,NC)",5  11,170 lbs.,72,Orthodox,"Jul 09, 1988",4.39,43%,3.48,57%,2.28,39%,89%,0.2,win
"Jamie,Moyle",,4-3-0,5  1,115 lbs.,65,Orthodox,"Mar 17, 1989",4.51,51%,4.00,65%,1.00,21%,50%,0.0,loss
"Chael,Sonnen",,29-15-1,6  1,205 lbs.,73,Southpaw,"Apr 03, 1977",3.08,43%,1.10,62%,3.81,59%,66%,0.4,loss
"Kris,Moutinho",,9-6-0,5  7,135 lbs.,68,Southpaw,"Aug 09, 1992",4.86,32%,15.48,28%,0.00,0%,0%,0.0,loss
"YoungJae,Song",Super Rookie,6-1-1,5  7,145 lbs.,70,Orthodox,"Jan 03, 1996",3.33,58%,2.33,55%,0.00,0%,45%,0.0,loss
"Emrah,Sonmez",Anatolian Wolf,14-5-0,5  10,145 lbs.,71,Orthodox,"Jun 26, 1992",1.47,46%,1.73,48%,5.00,21%,0%,0.0,loss
"Paul,Song",,2-2-0,--,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Song,Kenan",The Assassin,22-9-0,6  0,170 lbs.,71,Orthodox,"Mar 10, 1990",4.49,46%,5.82,51%,0.42,30%,73%,0.0,loss
"Joe,Son",,0-4-0,5  4,236 lbs.,--,Orthodox,"Nov 22, 1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Chris,Solomon",,0-0-0,5  11,155 lbs.,--,,--,0.00,0%,2.80,37%,0.00,0%,33%,0.0,loss
"Song,Yadong",Kung Fu Kid,"21-8-1,(1,NC)",5  8,135 lbs.,67,Orthodox,"Dec 02, 1997",4.49,43%,3.96,55%,0.66,40%,72%,0.2,next
"Eduarda,Moura",Ronda,11-1-0,5  6,125 lbs.,66,Orthodox,"Feb 28, 1994",2.60,49%,2.45,53%,4.37,35%,100%,0.4,win
"Flavio,Luiz,Moura",,19-7-0,5  11,183 lbs.,--,Open Stance,--,0.67,16%,0.00,0%,0.00,0%,0%,0.0,loss
"Juan,Mott",,3-4-0,6  0,190 lbs.,--,Switch,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Carlos,Mota",Tizil,8-2-0,5  4,125 lbs.,69,Orthodox,"Apr 15, 1995",0.80,41%,1.13,54%,0.00,0%,50%,1.0,loss
"Gegard,Mousasi",,42-6-2,6  2,185 lbs.,76,Orthodox,"Aug 01, 1985",3.75,50%,1.21,68%,1.59,60%,59%,1.1,win
"Miki,Motono",,8-5-0,5  2,115 lbs.,63,Southpaw,"May 18, 1994",1.27,27%,4.20,57%,3.00,30%,0%,1.0,loss
"Nikolas,Motta",Iron,"15-5-0,(1,NC)",5  9,155 lbs.,70,Orthodox,"Feb 08, 1993",3.64,37%,4.50,56%,0.00,0%,82%,0.0,win
"Jack,Morrison",,0-3-0,5  11,205 lbs.,--,,--,0.00,0%,19.31,40%,0.00,0%,0%,0.0,loss
"Anthony,Morrison",Cheesesteak,"20-12-0,(1,NC)",5  7,145 lbs.,--,Orthodox,"Mar 29, 1984",1.70,33%,0.49,80%,0.00,0%,50%,0.0,loss
"Scott,Morris",,2-1-0,5  10,210 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Alexander,Soldatkin",,14-4-0,6  2,250 lbs.,75,Orthodox,"Jun 10, 1993",1.16,60%,1.35,26%,1.45,50%,50%,0.0,loss
"Joe,Solecki",,13-6-0,5  9,155 lbs.,70,Orthodox,"Aug 27, 1993",1.97,53%,1.85,50%,2.06,48%,14%,1.4,loss
"Harry,Moskowitz",Dirty,6-12-0,6  5,275 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Denis,Sobolev",,4-7-0,6  3,216 lbs.,--,Orthodox,--,0.00,0%,5.45,33%,0.00,0%,0%,0.0,loss
"Devin,Smyth",,4-2-0,5  10,170 lbs.,72,Switch,"Jul 21, 1995",2.60,68%,6.73,25%,4.00,26%,100%,0.0,loss
"Rameau,Thierry,Sokoudjou",The African Assassin,18-18-0,5  10,205 lbs.,78,Orthodox,"Apr 18, 1984",2.26,45%,2.61,56%,1.93,47%,78%,0.9,loss
"Peter,Sobotta",,17-7-1,6  0,170 lbs.,75,Southpaw,"Jan 11, 1987",2.14,40%,2.90,58%,1.53,32%,77%,0.5,loss
"Renato,Sobral",Babalu,37-11-0,6  1,205 lbs.,75,Orthodox,"Sep 07, 1975",2.23,45%,1.53,57%,2.48,42%,65%,2.6,loss
"Richie,Smullen",,3-1-1,5  9,155 lbs.,68,Orthodox,"Aug 17, 1991",1.98,77%,2.26,65%,8.49,66%,0%,0.0,loss
"Shimon,Smotritsky",The Assassin,8-2-0,6  2,170 lbs.,74,Orthodox,"Aug 22, 2000",3.52,34%,8.67,56%,3.52,33%,50%,0.0,loss
"Dmitrii,Smoliakov",The Lifeguard,9-3-0,6  2,253 lbs.,74,Switch,"Aug 05, 1982",1.44,42%,3.81,55%,0.00,0%,75%,0.0,loss
"Cameron,Smotherman",The Baby-Faced Killa,12-4-0,5  9,135 lbs.,69,Orthodox,"Sep 17, 1997",6.25,37%,4.56,60%,0.00,0%,50%,0.0,win
"Brad,Morris",,10-6-0,6  2,205 lbs.,--,Orthodox,"Nov 01, 1979",0.50,62%,6.95,27%,0.00,0%,0%,0.0,loss
"Alexander,Morgan",The Chess Master,11-5-0,5  10,145 lbs.,71,Orthodox,"May 14, 1991",3.71,44%,2.78,47%,0.00,0%,0%,0.0,loss
"Louis,Smolka",Da Last Samurai,17-9-0,5  9,135 lbs.,68,Orthodox,"Jul 16, 1991",4.67,47%,4.11,53%,1.69,35%,32%,1.8,loss
"Maryna,Moroz",Iron Lady,11-6-0,5  7,125 lbs.,67,Orthodox,"Sep 08, 1991",4.42,33%,4.89,51%,0.70,24%,42%,0.6,loss
"Sergey,Morozov",,19-5-0,5  6,135 lbs.,67,Orthodox,"Jun 14, 1989",3.01,43%,2.97,61%,3.63,31%,68%,0.0,win
"Dan,Moret",The Hitman,13-6-0,6  0,155 lbs.,73,Southpaw,"Nov 21, 1986",2.67,43%,3.56,43%,1.25,27%,45%,0.4,loss
"Mike,Moreno",El Palo Duro,6-5-0,6  0,185 lbs.,--,,--,1.27,51%,1.07,58%,0.00,0%,44%,0.0,loss
"Sammy,Morgan",The Squeeze,18-12-0,5  10,170 lbs.,--,Orthodox,"Sep 28, 1981",1.05,22%,3.74,40%,1.43,20%,0%,0.5,loss
"Peggy,Morgan",The Daywalker,4-4-0,6  1,135 lbs.,--,,"Dec 16, 1979",2.27,23%,8.20,33%,0.00,0%,50%,0.0,loss
"Alex,Morono",The Great White,"24-11-0,(1,NC)",5  11,170 lbs.,72,Orthodox,"Aug 16, 1990",4.96,40%,4.56,57%,0.34,25%,47%,0.3,next
"Braxton,Smith",The Beautiful Monster,5-2-0,5  11,257 lbs.,72,Orthodox,"Jan 01, 1990",6.46,48%,11.54,32%,0.00,0%,100%,0.0,loss
"Nate,Smith",The Savage,6-1-0,5  6,125 lbs.,69,Switch,"Apr 09, 1995",1.28,38%,2.04,35%,0.00,0%,33%,2.3,loss
"Elijah,Smith",Swift,7-1-0,5  9,135 lbs.,71,Orthodox,"Sep 05, 2002",5.00,41%,5.07,43%,5.00,45%,100%,1.0,next
"Jacobe,Smith",Cobe,10-0-0,5  10,170 lbs.,72,Southpaw,"Jan 17, 1996",7.34,70%,1.97,52%,11.50,87%,0%,0.0,win
"Cole,Smith",The Cole Train,7-2-0,5  11,135 lbs.,67,Orthodox,"Apr 05, 1989",1.78,35%,1.96,49%,1.67,33%,45%,1.7,loss
"Devonte,Smith",King Kage,11-4-0,5  9,155 lbs.,76,Orthodox,"Jul 30, 1993",4.55,53%,3.91,49%,0.35,25%,85%,0.3,loss
"Gilbert,Smith",,12-6-0,5  9,185 lbs.,--,Southpaw,"Oct 19, 1981",1.09,41%,2.73,35%,3.51,60%,0%,1.2,loss
"Leslie,Smith",The Peacemaker,10-7-1,5  9,135 lbs.,66,Orthodox,"Aug 17, 1982",7.56,40%,8.41,51%,0.00,0%,62%,0.0,win
"Jesse,Moreng",Arturo,9-1-0,5  7,145 lbs.,--,Orthodox,"Nov 09, 1979",1.26,40%,2.08,48%,5.56,100%,100%,0.0,loss
"Brandon,Moreno",The Assassin Baby,22-8-2,5  7,125 lbs.,70,Orthodox,"Dec 07, 1993",3.99,43%,3.53,60%,1.59,46%,64%,0.4,win
"Vinicius,Moreira",Mamute,9-5-0,6  4,205 lbs.,76,Orthodox,"Feb 28, 1989",3.15,59%,5.07,43%,1.97,18%,0%,1.3,loss
"Richardson,Moreira",Rick Monstro,7-4-0,6  2,185 lbs.,--,Orthodox,"Mar 31, 1984",1.17,28%,1.83,67%,0.00,0%,100%,0.0,loss
"Colton,Smith",,7-4-0,6  0,155 lbs.,71,Orthodox,"Aug 14, 1987",1.64,41%,2.30,51%,4.09,36%,25%,1.4,loss
"Gisele,Moreira",,8-3-0,5  6,135 lbs.,--,Orthodox,"Jan 14, 1981",5.93,42%,6.33,48%,4.00,57%,0%,0.0,win
"Christian,Morecraft",,8-3-0,6  6,260 lbs.,81,Orthodox,"Sep 08, 1986",2.82,34%,2.46,46%,3.26,66%,50%,2.2,loss
"Joe,Moreira",,2-2-0,5  11,195 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Michael,Morales",,17-0-0,6  0,170 lbs.,79,Orthodox,"Jun 24, 1999",5.42,48%,3.42,52%,1.16,41%,92%,0.0,win
"Sarah,Moras",Cheesecake,6-8-0,5  7,135 lbs.,67,Orthodox,"Apr 30, 1988",2.28,34%,3.58,50%,0.67,21%,33%,0.8,loss
"Vince,Morales",Vandetta,16-8-0,5  7,135 lbs.,70,Orthodox,"Nov 12, 1990",3.98,36%,4.48,53%,0.36,30%,65%,0.0,next
"Joseph,Morales",,9-2-0,5  6,125 lbs.,69,Switch,"Aug 22, 1994",1.58,37%,1.72,60%,0.53,50%,23%,2.6,loss
"Albert,Morales",The Warrior,7-4-1,5  9,135 lbs.,72,Orthodox,"May 25, 1991",3.81,35%,3.96,56%,0.91,35%,70%,0.2,loss
"Leonardo,Morales",Chimy,6-2-0,5  8,135 lbs.,--,Southpaw,"Dec 22, 1992",2.05,47%,2.05,58%,0.00,0%,62%,0.0,loss
"Dillon,Smith",,0-0-0,6  0,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Omar,Morales",Venezuelan Fighter,11-4-0,5  11,155 lbs.,73,Orthodox,"Oct 17, 1985",3.42,40%,3.18,58%,0.46,100%,63%,0.0,loss
"Trevor,Smith",Hot Sauce,15-10-0,6  3,185 lbs.,75,Orthodox,"Jan 05, 1981",3.29,55%,3.31,51%,1.70,32%,60%,0.7,loss
"Anthony,Smith",Lionheart,38-21-0,6  4,205 lbs.,76,Orthodox,"Jul 26, 1988",3.20,49%,4.88,45%,0.44,23%,50%,0.6,loss
"Adam,Smith",,0-3-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Josh,Smith",,9-8-0,6  0,155 lbs.,--,Orthodox,"Jul 02, 1982",0.73,28%,1.40,54%,0.00,0%,57%,2.0,loss
"David,Smith",,5-1-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Scott,Smith",Hands of Steel,"18-11-0,(1,NC)",6  0,185 lbs.,70,Orthodox,"May 21, 1979",1.90,27%,5.87,50%,0.12,6%,58%,0.5,loss
"Eric,Smith",,1-1-0,--,--,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Patrick,Smith",,20-17-0,6  2,225 lbs.,--,Orthodox,"Aug 28, 1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Kestutis,Smirnovas",,24-8-2,5  10,200 lbs.,--,Orthodox,--,4.95,52%,5.05,54%,1.55,50%,100%,1.6,loss
"Maurice,Smith",,12-14-0,6  2,221 lbs.,--,Orthodox,"Dec 13, 1961",0.41,46%,0.47,60%,0.89,50%,20%,0.9,win
"Brian,Sleeman",,9-9-1,5  8,185 lbs.,--,,--,4.00,48%,1.85,70%,9.23,100%,100%,0.0,loss
"Joe,Slick",,16-5-3,6  0,199 lbs.,--,Orthodox,"Oct 17, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Ricardo,Morais",The Mutant,10-4-1,6  8,270 lbs.,--,Orthodox,"Feb 26, 1967",2.86,37%,2.39,53%,0.00,0%,0%,0.0,win
"Matt,Skelton",,0-1-0,6  3,265 lbs.,--,Orthodox,"Jan 23, 1967",0.00,0%,0.54,0%,0.00,0%,66%,0.0,loss
"Zach,Skinner",,10-11-0,5  6,145 lbs.,--,Orthodox,--,0.53,50%,2.40,32%,5.00,27%,100%,1.0,win
"Sheymon,Moraes",,11-4-0,5  8,145 lbs.,72,Orthodox,"Oct 11, 1990",3.00,42%,3.64,63%,0.00,0%,53%,0.0,loss
"John,Moraga",,19-7-0,5  6,125 lbs.,66,Orthodox,"Mar 20, 1984",2.57,43%,2.55,56%,0.62,23%,44%,1.1,loss
"Taylor,Moore",,10-5-0,5  10,135 lbs.,70,Southpaw,"Oct 16, 1993",0.20,75%,2.07,42%,0.00,0%,25%,0.0,loss
"Marlon,Moraes",Magic,23-10-1,5  6,135 lbs.,67,Orthodox,"Apr 26, 1988",3.37,40%,4.53,54%,0.87,41%,46%,0.3,loss
"Sergio,Moraes",The Panther,14-6-1,6  0,170 lbs.,72,Orthodox,"Jul 23, 1982",2.42,42%,3.73,59%,1.20,38%,75%,0.4,loss
"Homer,Moore",The Rock,26-9-2,5  10,205 lbs.,--,Orthodox,"Nov 27, 1971",0.68,50%,0.68,0%,5.07,66%,0%,0.0,loss
"Todd,Moore",,16-7-0,5  9,170 lbs.,71,Southpaw,"Dec 30, 1983",1.83,26%,2.30,57%,0.78,14%,54%,0.0,loss
"Nate,Moore",,8-4-0,6  0,170 lbs.,--,,--,2.21,25%,2.87,42%,1.23,16%,25%,0.0,loss
"James,Moontasri",Moon Walker,9-5-0,5  10,170 lbs.,71,Switch,"Apr 10, 1988",2.39,48%,3.86,40%,0.00,0%,79%,0.2,loss
"Yokthai,Sithoar",,0-1-0,5  7,143 lbs.,--,,"Dec 25, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Dennis,Siver",,"23-11-0,(1,NC)",5  6,145 lbs.,70,Orthodox,"Jan 13, 1979",3.87,32%,2.67,65%,0.87,32%,65%,0.3,win
"Chas,Skelly",The Scrapper,"19-3-0,(1,NC)",5  11,145 lbs.,72,Orthodox,"May 11, 1985",2.01,40%,3.21,49%,1.74,34%,39%,2.3,win
"Jeri,Sitzes",,3-1-0,5  5,125 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Mitchell,Sipe",No Dice,4-1-0,6  2,245 lbs.,--,Orthodox,"Apr 09, 1996",5.50,56%,9.98,46%,1.53,20%,0%,0.0,loss
"Jeremia,Siregar",The Teacher,6-3-0,5  2,125 lbs.,63,Orthodox,"Jul 27, 1991",2.80,42%,7.37,29%,0.00,0%,75%,0.0,loss
"Gian,Siqueira",Pitbull,19-5-0,6  1,170 lbs.,74,Orthodox,"Jun 23, 1994",0.80,100%,3.41,19%,0.00,0%,0%,0.0,loss
"Elvis,Sinosic",The King of Rock n' Rumble,7-11-2,6  3,205 lbs.,77,Orthodox,"Feb 13, 1971",1.13,37%,4.60,53%,0.00,0%,0%,1.2,loss
"Kiran,Singh",Stubborn,7-4-0,5  1,115 lbs.,65,Orthodox,"Jul 25, 2000",0.00,0%,19.51,23%,0.00,0%,0%,0.0,loss
"Lodune,Sincaid",,15-9-0,5  9,185 lbs.,--,Orthodox,"May 07, 1973",2.72,42%,6.17,57%,0.00,0%,75%,0.0,loss
"Rory,Singer",Outburst,11-9-0,6  2,185 lbs.,77,Orthodox,"May 28, 1976",2.55,39%,2.42,63%,0.39,25%,64%,0.8,loss
"Rana,Rudra,Pratap,Singh",Ashwathama,11-2-0,5  10,135 lbs.,69,Orthodox,"May 09, 1997",0.00,0%,9.05,27%,0.00,0%,0%,0.0,loss
"Everett,Sims",Sexual Chocolate,4-1-0,6  5,260 lbs.,77,Southpaw,"Sep 04, 1988",0.81,66%,2.19,30%,0.00,0%,42%,1.2,loss
"Steve,Montgomery",The Creepy Weasel,9-5-0,6  4,185 lbs.,--,Southpaw,"Dec 19, 1990",4.85,39%,4.12,47%,0.00,0%,64%,0.0,loss
"Nicco,Montano",,5-3-0,5  5,135 lbs.,65,Southpaw,"Dec 16, 1988",5.60,41%,4.43,64%,2.25,54%,69%,0.4,loss
"Alberto,Montes",The Promise,11-1-0,5  7,145 lbs.,69,Orthodox,"May 31, 1994",4.98,66%,4.85,57%,0.00,0%,66%,9.8,win
"Antonio,Monteiro",Junior Negao,"17-5-1,(1,NC)",5  7,145 lbs.,70,Orthodox,"Jul 02, 1995",3.93,49%,8.33,33%,1.00,33%,66%,1.0,loss
"Erick,Montano",Perry,7-5-0,6  0,170 lbs.,73,Orthodox,"Nov 19, 1985",2.79,44%,2.06,64%,2.29,36%,66%,0.0,loss
"Augusto,Montano",Dodger,15-3-0,6  1,170 lbs.,73,Orthodox,"Oct 25, 1984",3.46,46%,2.66,56%,0.00,0%,66%,0.0,loss
"Andrew,Montanez",,9-12-1,--,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Darrell,Montague",Mongoose,13-5-0,5  6,125 lbs.,67,Southpaw,"Nov 03, 1987",1.92,25%,5.38,52%,0.72,25%,33%,1.4,loss
"Marlon,Sims",,3-4-0,--,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Jeff,Monson",The Snowman,60-26-1,5  9,247 lbs.,74,Orthodox,"Jan 18, 1971",0.97,30%,2.87,59%,1.06,12%,66%,0.7,loss
"Jamey,Simmons",The Afro Samurai,7-4-0,5  6,135 lbs.,70,Orthodox,"Sep 11, 1992",0.79,21%,1.92,74%,0.00,0%,50%,0.0,loss
"Wes,Sims",The Project,"24-14-1,(2,NC)",6  10,260 lbs.,--,Orthodox,"Aug 04, 1979",0.98,51%,2.95,37%,0.00,0%,40%,2.3,loss
"Ricky,Simon",,20-6-0,5  6,135 lbs.,69,Orthodox,"Aug 31, 1992",2.99,43%,3.84,61%,5.20,44%,75%,0.3,next
"Sim,Kai,Xiong",Kobra,5-1-0,5  5,125 lbs.,66,Orthodox,"Sep 06, 1997",3.19,63%,4.56,47%,6.84,28%,0%,0.0,loss
"Aaron,Simpson",A-Train,12-5-0,6  0,170 lbs.,73,Orthodox,"Jul 20, 1974",3.60,52%,2.53,56%,3.78,34%,83%,0.5,loss
"Elias,Silverio",Xuxu,13-3-0,5  11,155 lbs.,73,Orthodox,"Sep 22, 1986",3.67,49%,2.97,51%,1.62,38%,85%,0.2,loss
"Leonardo,Silva,de,Oliveira",Cabecao,12-4-0,6  2,185 lbs.,--,Orthodox,"Apr 23, 1992",1.07,40%,0.54,50%,24.11,50%,0%,0.0,loss
"Marcus,Silveira",Conan,"6-4-0,(1,NC)",6  3,242 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Jean,Silva",Lord,14-2-0,5  7,145 lbs.,69,Orthodox,"Dec 27, 1996",5.37,52%,4.43,57%,0.81,50%,80%,0.0,next
"Hidetaka,Monma",,18-11-4,6  0,168 lbs.,--,Orthodox,"Oct 23, 1973",1.67,25%,9.76,34%,0.00,0%,0%,0.0,loss
"Danny,Silva",El Puma,9-1-0,5  11,145 lbs.,70,Switch,"Jan 30, 1997",8.30,58%,9.47,59%,3.00,50%,100%,0.5,next
"Douglas,Silva,de,Andrade",D Silva,"29-6-0,(1,NC)",5  7,135 lbs.,68,Orthodox,"Jun 22, 1985",3.54,38%,3.93,57%,0.55,42%,72%,0.2,next
